,job_id,job_title,location,experience,education,job_type,job_description,job_link
0,c94245a170e8a772,Software Engineer,"Los Angeles, CA",MID_LEVEL,MASTERS_DEGREE,temporary,"Mainframe Systems Programmer/DBA - job post Nexlogica Los Angeles, CA $45 - $78 an hour -  Temporary, Contract Apply now Apply now save-icon Job details Salary $45 - $78 an hour Job Type Temporary Contract Position Description Mainframe Systems Programmer/DBA is responsible for leading and/or supporting the most complex database upgrade projects, modification, installation, testing, implementation, maintenance and enhancements of new or existing system software products. This classification must plan, install, configure, test, implement and manage core database products, software products in support database architecture and business needs. Special organizational or functional industry position titles for Systems Programmer/DBA include, but are not limited to, DB2 Systems Programmer/DBA, IMS Systems Programmer/DBA and ADABAS/NATURAL Systems Programmer/DBA. Skills Required Mainframe Systems Programmer/DBA for Legacy Systems manages different types of databases, such as hierarchical (IMS), relational (DB2), and file-based (ADABAS), and is responsible for planning and upgrading the database environments; verifying the health of all the databases; database administration technical consulting for application and operations teams for the purpose of project planning/development; maintenance on production database systems; performance of technical reviews for existing systems that utilize one of the following database management systems (DBMS): ADABAS, DB2 or IMS; performance of evaluations for the purposes of selecting new or fine-tuning existing DBMS software; consultation with project development teams to provide recommendations on database design; development of logical and physical database designs; creation of overviews of logical database designs; creation of physical databases; database capacity planning; development and use of backup and recovery procedures for databases; database performance monitoring; database space monitoring; database reorganizations; database replication; database compression and database partitioning. The following technology skill sets are required to perform in this classification. IBM: Z/OS, IMS, DB2, ADABAS, SMP/E, JCL, IMS DB/DC, CICS, ACF2, ASSEMBLER/COBOL/REXX, IBM FILE MANAGER, DELTA/IMS, NATURAL/ SUPERNAT, ENTIREX, CA SPOOL, IMS & DB2 BMC Tools, N20/TRIM. Experience Required This classification must have a minimum of seven (7) years of experience as a Systems Programming/ DBA, with at least three (3) years of that experience in a lead role. Experience Preferred 1. Three (3) years of working experience within the last five (5) years designing, developing, testing, and administrating software applications utilizing three or more of the Oracle Database products in the areas of database processing, data modeling, architecture and operations: 1.a. Oracle Database 12c/19c 1.b. Oracle ExaData Cloud Service (ExaCS) or Oracle Database Service (DBCS) 1.c. Oracle Autonomous Data Warehouse (ADW) 1.d. Oracle Database options (e.g. ASO, ACO, DB In-Memory, Multi-Tenant) 1.e. Oracle Real Application Clusters (RAC) 1.f. Oracle Active Data Guard (ADG), Recovery Manager (RMAN), Data Pump 2. Three (3) years of working experience within the last five (5) years designing, developing, testing, and deploying software applications utilizing two or more of the midrange Oracle Fusion Middleware (FMW) 12c products in the areas of database backend and data integration (ETL/EL-T) development: 2.a. Oracle Data Integrator (ODI) 2.b. Oracle Application Express (APEX) 2.c. Oracle DB Materialized View (MV), Procedural Language/Structured Query Language (PL/SQL) 3. Three (3) years of working experience within the last five (5) years designing, developing, testing, and deploying software applications utilizing SQL or PL/SQL programming to extract, transform, and load data in between the mainframe, SQL Server data warehouse, and Oracle database environments. 4. Three (3) years of experience within the last five (5) years troubleshooting software application deployment and configuration issues, utilizing the Oracle Enterprise Manager (OEM) with database management packs. Familiar with Oracle WebLogic Server (WLS), Oracle Database High Availability (HA) and Disaster Recovery (DR) concepts. 5. Three (3) years of working experience within the last five (5) years utilizing three or more of the development, testing, and defect management tools: 5.a. Oracle SQL Developer (with Data Modeler) 5.b. Oracle SQL Plus 5.c. Oracle Data Integrator Studio 5.d. Oracle JDeveloper (JDEV) 5.e. Oracle Database Performance Testing and Tuning (e.g., AWR, ADDM) 5.f. Oracle Application Testing Suite (OATS) Test Manager 6. Two (2) years of experience working with two or more of the CI/CD Release Management, build, deployment, and source control tools: 6.a. Jenkins 6.b. Apache Maven, Ant 6.c. Git 6.d. SonarQube 7. One (1) year of working experience acting as a technical lead of a software development team, working in an Agile SDLC collaborative environment. Familiar with Test Driven Development (TDD) & DevOps principles. 8. Experience with installing and configuring Oracle products on Oracle Linux platform and/or Red Hat Enterprise Linux platform. 9. Familiar with Oracle Cloud Infrastructure (OCI) and on-premises Mainframe/Windows/Linux environments. Education Required This classification requires the possession of a bachelor’s degree in an IT-related or Engineering field. Additional qualifying experience may be substituted for the required education on a year-for-year basis. Education Preferred Software and IT systems administration skills spanning Main Frame, Mid Range and Linux platforms. Job Types: Contract, Temporary Pay: $45.00 - $78.00 per hour Schedule: 10 hour shift Ability to commute/relocate: Los Angeles, CA: Reliably commute or planning to relocate before starting work (Required) Education: Bachelor's (Preferred) Experience: Systems Programming/ DBA: 7 years (Required) Oracle Database: 3 years (Required) Oracle ExaData Cloud Service (ExaCS): 3 years (Required) DB2 Systems Programmer/DBA: 3 years (Required) IMS Systems Programmer/DBA: 3 years (Required) ADABAS/NATURAL Systems Programmer/DBA.: 3 years (Required) Soap.UI: 3 years (Required) Work Location: One location If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.",https://www.indeed.com/jobs?q=Software+Engineer&l=Los+Angeles%2C+CA&sc=0kf%3Aattr%28EXSNN%7CFCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28MID_LEVEL%29jt%28temporary%29%3B&vjk=c94245a170e8a772
