,job_id,job_title,location,experience,education,job_type,job_description,job_link
0,e92faac1d964c16b,Data Engineer,"San Diego, CA",ENTRY_LEVEL,BACHELORS_DEGREE,fulltime,"Data Engineer |Training| - job post PCS GLOBAL TECH 3 reviews San Diego, CA $60,000 - $80,000 a year -  Full-time, Contract Apply now Apply now save-icon Job details Salary $60,000 - $80,000 a year Job Type Full-time Contract Responsibilities Analyze and organize raw data Build data systems and pipelines Evaluate business needs and objectives Interpret trends and patterns Conduct complex data analysis and report on results Prepare data for prescriptive and predictive modeling Build algorithms and prototypes Combine raw information from different sources Explore ways to enhance data quality and reliability Identify opportunities for data acquisition Develop analytical tools and programs Collaborate with data scientists and architects on several projects Requirements Previous experience as a data engineer or in a similar role (such as internships) Technical expertise with data models, data mining, and segmentation techniques Knowledge of programming languages (e.g. Java and Python) Hands-on experience with SQL database design (MUST HAVE) Great numerical and analytical skills Bachelor’s degree in Computer Science, IT, or similar field Job Types: Full-time, Contract Pay: $60,000.00 - $80,000.00 per year Experience level: 1 year Under 1 year Experience: SQL: 1 year (Preferred) Work Location: On the road If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.",https://www.indeed.com/jobs?q=Data+Engineer&l=San+Diego%2C+CA&sc=0kf%3Aattr%28FCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28ENTRY_LEVEL%29jt%28fulltime%29%3B&vjk=e92faac1d964c16b
