,job_id,job_title,location,experience,education,job_type,job_description,job_link
0,90eeddd83a9c1f90,Software Engineer,"Chicago, IL",SENIOR_LEVEL,EXSNN|FCGTU|HFDVW|QJZM9|UTPWG%2COR,temporary,"Senior Software Engineer .NET/Python - job post Certec Consulting Chicago, IL Full-time, Part-time, Internship, Seasonal Apply now Apply now save-icon Job details Job Type Full-time Part-time Internship Seasonal Senior Software Engineer REMOTE Must have: SQL Server, Python, Python math libraries (NumPy etc), C#, .NET, JavaScript, ASP.NET MVC Razor, BANKING EXPERIENCE Nice to have: VUE, Telerik Controls, Automic UC4 Automation, Airflow automation, CI/CD automation, TeamCity, Octopus Need a Senior SW Engineer for a long term, multi-year (18-24+ months) consulting engagement New Strategic project to Rewrite the Fixed Income Portfolio Optimization & Modeling applications used by the Portfolio Managers to generate a basket of FI investments for clients Project is underway and in the Architecture Design and Tech Stack selection stage. Consultant will interact with the Product Owner, and several Technical Managers, as well as the Fixed Income Portfolio Managers on occasion. Convert business requirements in to code design, and develop and implement the code. Ability to Refactor code and SQL databases take existing Portfolio Models and convert them to new code based on current business requirements MUST HAVE STRONG MATHEMATICAL AND ANALYTICAL SKILLS to be able to understand the models and rewrite new code and models for the Portfolio Modeling and Optimizations. A Fixed Income Quant Developer background is not required, but is a PLUS Experience in and understanding of Fixed Income assets is a PLUS. Equities only should be OK with ability to pick up FI assets Experience in Investments Portfolio Optimization and Modeling is a Big Plus, in either FI or Equities Strong communications and collaboration skills. Very strong Problem Solver. Be a Self Starter, and propose new ideas and ways of doing things For Contract only, Work location can be anywhere in the US, but must work in CST time zone. PLEASE USE EASY APPLY BUTTON TO SUBMIT Please download and complete this Matrix prior to submission. PM 1049 Thanks, Jay Kernes Certec Consulting, inc We are certified as a Women's Business Enterprise (WBE) If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.",https://www.indeed.com/jobs?q=Software+Engineer&l=Chicago%2C+IL&sc=0kf%3Aattr%28EXSNN%7CFCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28SENIOR_LEVEL%29jt%28temporary%29%3B&vjk=90eeddd83a9c1f90
