,job_id,job_title,location,experience,education,job_type,job_description,job_link
0,52e72517814f7585,Software Engineer,"San Francisco, CA",SENIOR_LEVEL,EXSNN|FCGTU|HFDVW|QJZM9|UTPWG%2COR,temporary,"Senior Active Directory Engineer (Hybrid: Sunnyvale, CA) W2 Only - job post Intuitive 14 reviews Sunnyvale, CA $63 - $88 an hour -  Temporary, Contract Intuitive 14 reviews Read what people are saying about working here. Apply now Apply now save-icon Job details Salary $63 - $88 an hour Encouraged to Apply Fair chance Job Type Temporary Contract 1 year contract opportunity - W2 (No C2C) Compensation: $ 63- $88/hr Hybrid: Sunnyvale, CA At Intuitive, we believe that minimally invasive care is life-enhancing care. Through ingenuity and intelligent technology, we expand the potential of physicians to heal without constraints. As a pioneer in robotic-assisted surgery (RAS), we have been expanding our innovations through technology to help make a difference in the world. For 25 years, human ingenuity has guided our journey to help solve some of healthcare’s most complex challenges. Join us in making big leaps forward for healthcare professionals and their patients. Together, let’s help to advance the world of minimally invasive care. Roles & Responsibilities: The Senior Active Directory Engineer provides support, implementation, and design services for Microsoft Active Directory and Windows-based systems across the enterprise, including directory and identity management solutions. Resolves and appropriately completes assigned tasks and change requests and acts as an escalation for support issues. Applies new solutions through research and collaboration with team and determines course of action for new application initiatives. Implements new software solutions as required by the business. The core infrastructure technology duties include enterprise Microsoft Active Directory, ADFS, Microsoft Certificate Services, policy configuration, and top-level support for enterprise-wide initiatives. Skills, Experience, Education, & Training: Active Directory architecture, Sites and Services and management [expert-level]· Expert knowledge in creating, administering, and troubleshooting Group Policies (GPOs) [expert-level]· Active Directory Federation Services (ADFS), SAML, SSO (Okta preferred) [expert-level] PKI [expert-level] Networking DNS, DHCP [expert-level] Authentication, Kerberos, NTLM [expert-level] Windows Certificates Services Management [expert-level] Distributed File System including both DFS-N, and DFS-R [expert-level] Windows Server Operating Systems (2012 R2 to 2019) [mid-level] Azure Active Directory and Azure AD Connect [mid-level] Develops security standards and controls per DISA STIGS and CISA requirements [mid-level]· VMware vSphere and Hyper-V Virtualization [mid-level] Scripting Experience: PowerShell and VBScript [Expert-level] Windows Failover Clustering [mid-level] Windows file shares and security administration [mid-level] Windows Failover Clustering [mid-level] Education and Certifications: Microsoft Windows Server 2016, 2019, 2022 Administration (MCSE, MCITP certification) B.S. degree in a computer science, information technology, and computer related discipline or 7+ years IT work experience in a global information technology infrastructure environment. Please note that this is a contract role providing services to Intuitive through our direct sourcing partner, Raise who manages Intuitive’s Contractor Talent Community. If you are selected for this role, you will be employed by Raise and will not be an employee of Intuitive. Work with an Award Winning Employer: Best Places to Work, Glassdoor Employees’ Choice, 2019 (#12 of 100), 2020 (#7 of 100) America’s Best Midsized Employers, Forbes, 2019 (#149 of 500) Top 150 Places to Work in Healthcare, Becker’s Hospital Review, 2019 Top CEOs, Glassdoor, 2019 (#9 of 100) Raise and Intuitive are Equal Employment Opportunity Employers. We provide equal employment opportunities to all qualified applicants and employees, and prohibit discrimination and harassment of any type, without regard to race, sex, pregnancy, sexual orientation, gender identity, national origin, color, age, religion, protected veteran or disability status, genetic information or any other status protected under federal, state, or local applicable laws. We will consider for employment all qualified applicants with arrest and conviction records in accordance with fair chance laws. Int22 If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.",https://www.indeed.com/jobs?q=Software+Engineer&l=San+Francisco%2C+CA&sc=0kf%3Aattr%28EXSNN%7CFCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28SENIOR_LEVEL%29jt%28temporary%29%3B&vjk=52e72517814f7585
