,job_id,job_title,location,experience,education,job_type,job_description,job_link
0,b69e8cc6969c815c,Machine Learning Engineer,"Chicago, IL",ENTRY_LEVEL,DOCTORAL_DEGREE,fulltime,"NLP Engineer - job post Recruiting From Scratch Chicago, IL 60601 $190,000 - $230,000 a year -  Full-time Apply now Apply now save-icon Job details Salary $190,000 - $230,000 a year Job Type Full-time Who is Recruiting from Scratch: Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware talent at innovative companies. Our team is 100% remote and we work with teams across the United States to help them hire. About our Client Join our client in transforming the way remote teams work and communicate. Their AI-powered collaborative note-taking app works across Zoom, Google Meet, and Microsoft Teams to help teams record, transcribe, search and share meeting notes. In addition, we are making virtual meetings accessible to all employees - allowing team members with disabilities to participate in a world that is now dominated by virtual meetings. With over 10M users experiencing their product, they are making an impact at scale and we are growing fast. The team is made up of top talent from companies like Google, Facebook, Yahoo!, Microsoft, Pinterest, Spotify, and Plaid. They are backed by leading investors that include David Cheriton (Google’s first investor), Tim Draper ( Draper Associates ), Spectrum Equity, Horizons Ventures, GGV Capital, and Duke University. About this role They are seeking an experienced NLP Engineer (Junior | Senior | Staff) to join our technology team and solve challenging technical problems in processing collaborative voice conversations. Members of the technology team work as a group and with colleagues in engineering and product to devise and deploy new algorithms for speech recognition, speaker diarization, and language understanding. Need to Have M.S. in Computer Science or equivalent Strong programming skills with working knowledge of Python You have 1-3 years of experience working on neural network based NLP Familiarity with the state of the art in deep learning Working knowledge of TensorFlow, PyTorch, or similar frameworks Experience working in a Linux environment Team player with good communication skills (oral and written) Preferred Qualifications Ph.D. in Computer Science, Speech/Language Processing or Machine Learning Experience with MapReduce, Spark, or similar frameworks Experience building crawlers Experience administering Linux clusters Experience developing web applications Employee Benefits Stock. Be a [literal] stakeholder in our company’s future. Food. Enjoy catered meals and boundless snacks. Fun. We host team lunches weekly and team events bi-quarterly. People. Work with talented, collaborative, and friendly people who love what they do. Health and Saving. Receive the benefits of comprehensive health, dental, vision and disability insurance. Base Salary Range 190K-230K If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.",https://www.indeed.com/jobs?q=Machine+Learning+Engineer&l=Chicago%2C+IL&sc=0kf%3Aattr%286QC5F%252COR%29explvl%28ENTRY_LEVEL%29jt%28fulltime%29%3B&vjk=b69e8cc6969c815c
