,job_id,job_title,location,experience,education,job_type,job_description,job_link
0,79109ce30bcc1be6,Machine Learning Engineer,"San Francisco, CA",ENTRY_LEVEL,MASTERS_DEGREE,parttime,"SQA Student Engineer - job post Electric Power Research Institute 42 reviews 3412 Hillview Ave, Palo Alto, CA 94304 Part-time You must create an Indeed account before continuing to the company website to apply Apply on company site save-icon Job details Job Type Part-time Job Title: SQA Student Engineer Location: Charlotte, NC, Palo Alto, CA Job Summary and Description: EPRI is looking for a Software Quality Assurance (SQA) Student Engineer to assist with testing software for usability and writing reports documenting errors. This position is part-time, 20 hours per week. Duties & Responsibilities: Test EPRI software products on PC platforms (Windows and LINUX), Apple/Android mobile platforms Utilize JIRA, Confluence, SourceGear; Microsoft Office 2013/365; Microsoft Windows Vista/7/8/10; Apple iOS and Android Work and communicate with EPRI Project Managers and developers Perform data entry into databases which could include: source code, bugs, etc. Maintain testing machines Automate testing process using Selenium Education: Must be a current student pursuing a bachelor's degree in software engineering or a related field The Ideal Candidate: Exhibits high initiative Works well under pressure / able to handle short time schedules Excellent communication skills, both verbal and written Good knowledge of internet technologies and software security Strong learning and troubleshooting aptitude The following skills are a plus: Installation of hardware Database management Project management Software development process Good grasp of at least one programming language",https://www.indeed.com/jobs?q=Machine+Learning+Engineer&l=San+Francisco%2C+CA&sc=0kf%3Aattr%28EXSNN%7CFCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28ENTRY_LEVEL%29jt%28parttime%29%3B&vjk=79109ce30bcc1be6
