,job_id,job_title,location,experience,education,job_type,job_description,job_link
0,f775468c8f898ece,Software Engineer,"Austin, TX",MID_LEVEL,6QC5F%2COR,parttime,"Programmer - Intermediate Level - job post TCI 256 reviews Fort Hood, TX Full-time, Part-time TCI 256 reviews Read what people are saying about working here. Apply now Apply now save-icon Job details Job Type Full-time Part-time Tele-Consultants, Inc. (TCI) is seeking motivated full-time or part-time Programmers with experience in developing technical publications and interactive training products for software/hardware systems in support of the Project Manager Mission Command (PM MC). Job responsibilities include, but are not limited to: Develop electronic products (i.e. IETMs, IMI, CBT, etc.) to ensure consistency, cohesiveness, and readability in a web based environment; Ensure close adherence to strict style and quality guidelines, internal and external standards; Work with developers and QA personnel to ensure that code is accurate and functions properly; Reliably meet deadlines related to scheduled content updates, content changes and software release dates; Actively work to share knowledge, enhance documentation and improve processes based on customer and team member feedback. Education and Experience: 4+ years of experience in designing and developing instructional products; Bachelors of Science or Bachelors of Arts degree in Computer Science, Information Technology or similar discipline; In lieu of Bachelor’s degree, candidate may have no degree and 8 years of experience, Associate’s degree (AA/AS) and 6 years of experience, Master’s degree (MS/MA) and 2 years of experience, or PhD and no experience; Experience with military specifications and requirements a plus. Additional Qualifications: Ability to learn new technical and complex information quickly; Excellent communication, interpersonal and organizational skills; Ability to effectively juggle multiple projects and meet tight deadlines across products lines and teams; Attention to detail and ability to maintain a high level of positive, professional conduct and confidentiality; Familiarity with aligning work products to required compliance references and documentation; Ability to work independently with minimal direction and willingness to be part of a dynamic team; Experience with Microsoft Office applications, web and XML development tools. The nature of this position requires U.S. citizenship and the ability to pass a thorough background investigation. The places of performance will be Aberdeen Proving Ground (APG), MD, Fort Bliss, TX, Fort Hood, TX, and Fort Gordon, GA; however, telework options are available for the right candidate. We offer a competitive compensation commensurate with the technical and professional qualifications, a great benefits package, and an excellent work environment. As a federal government contractor, we participate in the e-Verify program. If you possess the qualifications for this position and you’re ready to join a team of professionals committed to supporting our DoD clients by providing the outstanding level of service they’ve come to expect, we want to hear from you. Staffing for this position is contingent on receipt of funding. Tele-Consultants, Inc. is an Equal Employment Opportunity Employer. www.teleinc.com If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.",https://www.indeed.com/jobs?q=Software+Engineer&l=Austin%2C+TX&sc=0kf%3Aattr%286QC5F%252COR%29explvl%28MID_LEVEL%29jt%28parttime%29%3B&vjk=f775468c8f898ece
