,job_id,job_title,location,experience,education,job_type,job_description,job_link
0,7bfdad46e61f8296,Cloud Engineer,"Dallas, TX",ENTRY_LEVEL,BACHELORS_DEGREE,CONTRACT,"zOS- Infrastructure Engineer - Intermediate - job post Pinnacle Technical Resources 107 reviews Plano, TX 75024 • Hybrid remote $50 - $70 an hour -  Contract Apply now Apply now save-icon Job details Salary $50 - $70 an hour Job Type Contract This is a W2 ( USC or GC only) contract to hire position. **Not open to C2C** Must be willing to go into the office 2-3 days a week in Columbus OH or Plano TX Organization Description Our Corporate Technology team relies on smart, driven people like you to develop applications and provide tech support for all our corporate functions across our network. Your efforts will touch lives all over the financial spectrum and across all our divisions: Global Finance, Corporate Treasury, Risk Management, Human Resources, Compliance, Legal, and within the Corporate Administrative Office. You’ll be part of a team specifically built to meet and exceed our evolving technology needs, as well as our technology controls agenda. As a member of the Infrastructure Engineering team, you'll play a big part in Planning, Strategizing, and help with designing the platforms, servers, and networks that make it possible for us to provide service to our customers, clients, and businesses around the globe each and every day. In this role, you’ll call on your experience designing tailored solutions to understand the requirements of a project, test the performance of the infrastructure, and verify that the requirements have been successfully met. As a team, you and your peers will be responsible for driving results, collecting and analyzing monitoring data in test and production, and managing projects to completion. And while you'll be part of a tight-knit team of engineers who share your passion for technology, you’ll also gain access to the best minds in the business—both as part of our global technology community, and through our partnerships with some of the most important technology firms in the world. This role requires a wide variety of strengths and capabilities, including: BS/BA/BE degree or equivalent experience Proficient knowledge in the following key areas: Hardware Architecture (performance testing, monitoring, operations), Hardware Benchmarking (program management, network management), Design (compliance, security), Network Engineering (planning, provision) Knowledge of one specific infrastructure technology and basic programming languages or database management systems (Java, PERL, Python) Intermediate understanding of business technology drivers and their impact on architecture design Ability to think creatively to deliver solutions through continuous improvement Support Inclusion and Diversity collaboration with other technical and business partners Key Functional Responsibilities: Provide stable and secure mainframe network engineering support Mainframe Network Product installations, customizations and evaluations. Definition, Maintenance and Modification of existing z/Series Network Products Manage & Support Transmission Products – FTPs (SSL), sFTP (SSH), & Connect:Direct Secure (NDM) Manage & Support Session Manager applications - TPX, Supersession Develop Mainframe Network Toolkits with the help of NetMaster, NetView, Rexx & CLISTS Maintain Mainframe Network Components: TCP/IP including DVIPA & DDVIPA configurations, IPSEC, IPFILTER, Intrusion Detection Services (IDS), Enterprise Extender (EE), SNA, VTAM, APPN, OSA connectivity interface to the Core Provide logical connectivity between applications and mainframe subsystems Performance tuning & Development of operational procedures Support TCP/IP encryption methods (IPSEC, AT-TLS, and TLS) and monitoring of protocols and cyphers aligned to company policies Have knowledge on Network Monitoring tools (Omegamon, Mainview, Mainframe Tracing, Sniffers) Pay Range: $50 - $70/hr The specific compensation for this position will be determined by a number of factors, including the scope, complexity and location of the role as well as the cost of labor in the market; the skills, education, training, credentials and experience of the candidate; and other conditions of employment. Our full-time consultants have access to benefits including medical, dental, vision as well as 401K contributions. If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.",https://www.indeed.com/jobs?q=Cloud+Engineer&l=Dallas%2C+TX&sc=0kf%3Aattr%28FCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28ENTRY_LEVEL%29jt%28contract%29%3B&vjk=7bfdad46e61f8296
