,job_id,job_title,location,experience,education,job_type,job_description,job_link
0,980406d11b77622c,Software Engineer,"Austin, TX",SENIOR_LEVEL,DOCTORAL_DEGREE,CONTRACT,"Vehicle Software Engineer - job post Altair Engineering 98 reviews Cedar Park, TX Contract You must create an Indeed account before continuing to the company website to apply Apply on company site save-icon Job details Job Type Contract Transforming the Future with Convergence of Simulation and Data Vehicle Software Engineer Job Summary: Our client in Cedar Park, TX is looking for a Vehicle Software Engineer. This is a Contract position. We are looking for a passionate and talented software engineer to join our In-vehicle computing team. The In-vehicle computing team oversees modern vehicle computing and it is committed to deliver top class algorithm and functionalities in trucking industry. You will also work with application developers to improve HMI and functionalities. You will also participate requirement development, design meetings, planning and implementation. Additionally, you are expected to work with hardware suppliers to develop drivers, improve performance as well as stability analysis. Essential Job Functions: · Ability to communicate clearly and concisely, both orally and in writing. · Lead designs of system software components and architecture · Ability to provide solutions for complex problems involving multiple ECUs · Cross function and execution products across multiple teams · Prioritize and plan deliverables with your technical leadership · Provide technical leadership to junior developers · Job Knowledge, Skills, and Abilities Requirements: · Fluent in C/C++ · Experience with RTOS or Linux · Familiar with QNX hypervisor · Knowing Android VHAL is a plus · Experience in Linux kernel development Required Qualifications: · Bachelor’s degree in Computer Science or related field · 10+ years of software development experience · Preferred Qualifications: · Master’s degree or PhD in Engineering, Computer Science, or a related technical field. · Technical leadership experience in setting project direction. · Experienced in architecting and providing solutions to ambiguous problems. Other Qualifications: · Strong follow-through and self-starting nature · Ability to communicate with customers (internal and external) in an effective and positive way both written and verbally, to address their needs promptly and to follow through on commitments · Ability to understand and follow complex verbal and written instructions · Position will involve travel (10-15% of time) to visit, work with, and evaluate engineering providers and hardware suppliers · Ability to work well in a high-paced environment, set and meet appropriate deadlines How You Will Be Successful: · Envision the Future · Communicate Honestly and Broadly · Seek Technology and Business “First” · Embrace Diversity and Take Risks Why Work with Us: Altair is a global technology company providing software and cloud solutions in the areas of product development, high-performance computing (HPC) and artificial intelligence (AI). Altair enables organizations in nearly every industry to compete more effectively in a connected world, while creating a more sustainable future. With more than 3,000 engineers, scientists, and creative thinkers in 25 countries, we help solve our customer’s toughest challenges and deliver unparalleled service, helping the innovators innovate, drive better decisions, and turn today’s problems into tomorrow’s opportunities. Our vision is to transform customer decision making with data analytics, simulation, and high-performance computing and artificial intelligence (AI). For more than 30 years, we have been helping our customers integrate electronics and controls with mechanical design to expand product value, develop AI, simulation and data-driven digital twins to drive better decisions, and deliver advanced HPC and cloud solutions to support unlimited idea exploration. To learn more, please visit altair.com . Ready to go? #ONLYFORWARD At our core we are explorers; adventurers; pioneers. We are the brains behind some of the world’s most revolutionary innovations and are not only comfortable in new and uncharted waters, we dive in headfirst. We are the original trailblazers that make the impossible possible; discovering new solutions to our customer’s toughest challenges. Altair is an equal opportunity employer. Our backgrounds are diverse, and every member of our global team is critical to our success. Altair's history demonstrates a belief that empowering each individual authentic voice reinforces a culture that thrives because of the uniqueness among our team.",https://www.indeed.com/jobs?q=Software+Engineer&l=Austin%2C+TX&sc=0kf%3Aattr%286QC5F%252COR%29explvl%28SENIOR_LEVEL%29jt%28contract%29%3B&vjk=980406d11b77622c
